text,label
What time is ur flight tmr?,ham
When should I come over?,ham
I have a rather prominent bite mark on my right cheek,ham
* Will be september by then!,ham
Are you wet right now?,ham
And how's your husband.,ham
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham
I am in your office na.,ham
"\Are you comingdown later?\""""",ham
Super da:)good replacement for murali,ham
Da is good good player.why he is unsold.,ham
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
I dont want to hear philosophy. Just say what happen,ham
You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham
Then cant get da laptop? My matric card wif Ã_ lei... ,ham
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",spam
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham
They did't play one day last year know even though they have very good team.. Like india.,ham
K.:)you are the only girl waiting in reception ah?,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham
"Sir, i am waiting for your call.",ham
What's up. Do you want me to come online?,ham
"It could work, we'll reach a consensus at the next meeting",ham
Aiyah then i wait lor. Then u entertain me. Hee...,ham
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",ham
I'll let you know when it kicks in,ham
You call him now ok i said call him,ham
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,ham
Or Ã_ go buy wif him then i meet Ã_ later can?,ham
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,ham
Today my system sh get ready.all is well and i am also in the deep well,ham
Mom wants to know where you at,ham
"Aight, I'll text you when I'm back",ham
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,ham
Oh ok i didnt know what you meant. Yep i am baby jontin,ham
You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on,spam
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
Watching tv now. I got new job :),ham
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,ham
I AM AT A PARTY WITH ALEX NICHOLS,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam
Just seeing your missed call my dear brother. Do have a gr8 day.,ham
Ok.. Ãœ finishing soon?,ham
"Sorry, I can't help you on this.",ham
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham
I love your ass! Do you enjoy doggy style? :),ham
I think asking for a gym is the excuse for lazy people. I jog.,ham
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,spam
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or Â£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam
No. On the way home. So if not for the long dry spell the season would have been over,ham
I gotta collect da car at 6 lei.,ham
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham
Probably earlier than that if the station's where I think it is,ham
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
Good Morning plz call me sir,ham
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam
"Uh, heads up we don't have THAT much left",ham
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham
"Aight, sounds good. When do you want me to come down?",ham
Wat would u like 4 ur birthday?,ham
I love working from home :),ham
And miss vday the parachute and double coins??? U must not know me very well...,ham
"Sorry, I'll call later",ham
My sister got placed in birla soft da:-),ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
Wah... Okie okie... Muz make use of e unlimited... Haha... ,ham
"There're some people by mu, I'm at the table by lambda",ham
And stop being an old man. You get to build snowman snow angels and snowball fights.,ham
ELLO BABE U OK?,ham
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,ham
Then u going ikea str aft dat?,ham
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,ham
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham
You want to go? ,ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam
Its not that time of the month nor mid of the time?,ham
Fffff. Can you text kadeem or are you too far gone,ham
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,ham
Is fujitsu s series lifebook good?,ham
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham
Dont know you bring some food,ham
No current and food here. I am alone also,ham
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham
Ok,ham
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham
Omg it could snow here tonite!,ham
Call from 08702490080 - tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam
Carry on not disturbing both of you,ham
What pa tell me.. I went to bath:-),ham
Jus finished avatar nigro,ham
R u over scratching it?,ham
Hope you are having a great day.,ham
Did either of you have any idea's? Do you know of anyplaces doing something?,ham
My planning usually stops at \find hella weed,ham
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,ham
Excellent! Are you ready to moan and scream in ecstasy?,ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,spam
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham
"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",spam
K...k:)why cant you come here and search job:),ham
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",ham
Can Ã_ call me at 10:10 to make sure dat i've woken up...,ham
Hey we can go jazz power yoga hip hop kb and yogasana ,ham
The battery is for mr adewale my uncle. Aka Egbon,ham
I cant pick the phone right now. Pls send a message,ham
Wait 2 min..stand at bus stop,ham
Oh ic. I thought you meant mary jane.,ham
Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham
Nah im goin 2 the wrks with j wot bout u?,ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham
Good night. Am going to sleep.,ham
"Aight I'll grab something to eat too, text me when you're back at mu",ham
K...k:)why cant you come here and search job:),ham
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham
Howz that persons story,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
LOL that would be awesome payback.,ham
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam
Yes :)it completely in out of form:)clark also utter waste.,ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,ham
What's a feathery bowa? Is that something guys have that I don't know about?,ham
Even i cant close my eyes you are in me our vava playing umma :-D,ham
2 laptop... I noe infra but too slow lar... I wan fast one,ham
You have won a guaranteed Â£200 award or even Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam
Nvm it's ok...,ham
Enjoy ur life. . Good night,ham
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march â€_ ish!,ham
I had askd u a question some hours before. Its answer,ham
Thats cool. Where should i cum? On you or in you? :),ham
Delhi and chennai still silent.,ham
Lol alright i was thinkin that too haha,ham
Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,ham
Shhhhh nobody is supposed to know!,ham
"Sorry, I'll call later",ham
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",ham
Hey i will be late... i'm at amk. Need to drink tea or coffee,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,spam
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,ham
S..antha num corrct dane,ham
No calls..messages..missed calls,ham
"Sorry, I'll call later",ham
The basket's gettin full so I might be by tonight,ham
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,ham
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,ham
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
Eh den sat u book e kb liao huh...,ham
Have you been practising your curtsey?,ham
Shall i come to get pickle,ham
Lol boo I was hoping for a laugh,ham
\YEH I AM DEF UP4 SOMETHING SAT,ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham
LMAO where's your fish memory when I need it?,ham
But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
Idea will soon get converted to live:),ham
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam
S....s...india going to draw the series after many years in south african soil..,ham
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
Can't take any major roles in community outreach. You rock mel,ham
Shopping lor. Them raining mah hard 2 leave orchard.,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham
See the forwarding message for proof,ham
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",ham
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",ham
Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,spam
Ambrith..madurai..met u in arun dha marrge..remembr?,ham
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,ham
"Princess, is your kitty shaved or natural?",ham
"Better than bb. If he wont use it, his wife will or them doctor",ham
Ya it came a while ago,ham
From tomorrow onwards eve 6 to 3 work.,ham
Anything lor but toa payoh got place 2 walk meh...,ham
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham
"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham
U having lunch alone? I now so bored...,ham
"Yes obviously, but you are the eggs-pert and the potato headâ€_ Speak soon! ",ham
"Nah man, my car is meant to be crammed full of people",ham
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham
Kallis is ready for bat in 2nd innings,ham
Thanx but my birthday is over already.,ham
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham
"Yes, i'm small kid.. And boost is the secret of my energy..",ham
IM GONNA MISS U SO MUCH,ham
Is avatar supposed to have subtoitles,ham
Simply sitting and watching match in office..,ham
You can jot down things you want to remember later.,ham
Oh sorry please its over,ham
Hey are we going for the lo lesson or gym? ,ham
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham
You always make things bigger than they are,ham
Ãœ dun wan to watch infernal affair?,ham
"Me not waking up until 4 in the afternoon, sup",ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
I can send you a pic if you like :),ham
Okay... I booked all already... Including the one at bugis.,ham
"Aight fuck it, I'll get it later",ham
No de. But call me after some time. Ill tell you k,ham
So dont use hook up any how,ham
How much is blackberry bold2 in nigeria.,ham
Hi where you. You in home or calicut?,ham
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",ham
Y so late but i need to go n get da laptop...,ham
"Sir, I am waiting for your mail.",ham
.Please charge my mobile when you get up in morning.,ham
"Nothing, i got msg frm tht unknown no..",ham
Ugh fuck it I'm resubbing to eve,ham
He didn't see his shadow. We get an early spring yay,ham
I did. One slice and one breadstick. Lol,ham
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",ham
Is there any training tomorrow?,ham
"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham
Cos daddy arranging time c wat time fetch Ã_ mah...,ham
Then. You are eldest know.,ham
Who's there say hi to our drugdealer,ham
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,spam
Good night my dear.. Sleepwell&amp;Take care,ham
That is wondarfull song,ham
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,ham
Must come later.. I normally bathe him in da afternoon mah..,ham
"Trust me. Even if isn't there, its there.",ham
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham
85233 FREE>Ringtone!Reply REAL,spam
I can take you at like noon,ham
Where is it. Is there any opening for mca.,ham
I'm aight. Wat's happening on your side.,ham
I'm done oredi...,ham
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham
How are you. Wish you a great semester,ham
Moji i love you more than words. Have a rich day,ham
Dude how do you like the buff wind.,ham
\alright babe,ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,spam
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham
S:-)kallis wont play in first two odi:-),ham
Then get some cash together and I'll text jason,ham
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham
"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
"Probably, want to pick up more?",ham
I'm done...,ham
Are you the cutest girl in the world or what,ham
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam
Oh Howda gud gud.. Mathe en samachara chikku:-),ham
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,ham
Audrie lousy autocorrect,ham
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham
I fetch yun or u fetch?,ham
Thank you. I like you as well...,ham
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk",spam
Lara said she can loan me  &lt;#&gt; .,ham
Do we have any spare power supplies,ham
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham
You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
"Yeah, don't go to bed, I'll be back before midnight",ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham
"It's that time of the week again, ryan",ham
Wish u many many returns of the day.. Happy birthday vikky..,ham
"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
I hope you know I'm still mad at you.,ham
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham
Do you know when the result.,ham
+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham
You do got a shitload of diamonds though,ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
Well I'm going to be an aunty!,ham
Mine here like all fr china then so noisy.,ham
Later i guess. I needa do mcat study too.,ham
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
If he started searching he will get job in few days.he have great potential and talent.,ham
"Carlos took a while (again), we leave in a minute",ham
Well done and ! luv ya all ,ham
Then why you came to hostel.,ham
K still are you loving me.,ham
But i juz remembered i gotta bathe my dog today..,ham
After the drug she will be able to eat.,ham
Alright took the morphine. Back in yo.,ham
You see the requirements please,ham
You stayin out of trouble stranger!!saw Dave the other day heÂ’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
So can collect ur laptop?,ham
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham
I will once i get home,ham
Waaaat?? Lololo ok next time then!,ham
"The table's occupied, I'm waiting by the tree",ham
I surely dont forgot to come:)i will always be in touch in with you:-),ham
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham
I dont have i shall buy one dear,ham
Oh god i am happy to see your message after 3 days,ham
What year. And how many miles.,ham
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham
Is she replying. Has boye changed his phone number,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,ham
"Nothing really, just making sure everybody's up to speed",ham
I'm not coming home 4 dinner.,ham
"Thank you. And by the way, I just lost.",ham
Yes.he have good crickiting mind,ham
Thx. All will be well in a few months,ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham
I wont. So wat's wit the guys,ham
Yavnt tried yet and never played original either,ham
"Hiya, had a good day? Have you spoken to since the weekend?",ham
See? I thought it all through,ham
I'm at work. Please call,ham
get ready to moan and scream :),ham
Oh k :)why you got job then whats up?,ham
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
And popping &lt;#&gt; ibuprofens was no help.,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
Ok.,ham
PS U no ur a grown up now right?,ham
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham
I know a few people I can hit up and fuck to the yes,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
Oh god. I'm gonna Google nearby cliffs now.,ham
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
Yup i shd haf ard 10 pages if i add figures... Ãœ all got how many pages?,ham
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham
Thankyou so much for the call. I appreciate your care.,ham
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham
I called but no one pick up e phone. I ask both of them already they said ok.,ham
Hi my email address has changed now it is ,ham
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",ham
"Not much, just some textin'. How bout you?",ham
Bring it if you got it,ham
I'm in a movie. Call me 4 wat?,ham
Not sure I have the stomach for it ...,ham
Haha... can... But i'm having dinner with my cousin...,ham
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham
soon you will have the real thing princess! Do i make you wet? :),ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham
"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
